id,name,entity_key,record_kind,source,finding_aid_url,organized,mustered_out,history_excerpt
cw-regiments:us-ct-inf-18,18th Connecticut Infantry,US-CT-INF-18,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"June 27, 1865","18th REGIMENT INFANTRY.— Org. at Norwich Aug. 22, 1862. Aug, 1862, Def. Balto, Md, 8 Corps, Middle Dept. Janv, 1863, 2nd Separate Brig, 8 Corps. Maruh, 1863, 2 Brig, 2 Div, 8 Corps. June, 1363, Unatt, Dept. Susquehanna. July, 1863, Unatt, Scammnn's Div, Dept W. Va. Dec, 1863, 3 Brig, 1 Div, Annv W. Va. April, 1S64, 1 Brig, 1 Div., W. Va. July, 1864*, 2 Brig, 1 Infy. Div, W. Va. Oct, 1864, New Haven, Conn. Jany, 1883,^1 Brig, 3 Div, W. Va. April, 1866, 1 Brig, 2 Div, W. Va. Mustered out June 27, 1865. I9U REGIMENT IN FANTRY. — Org. at Litchfield July 25 to Sept. 0, 1862. Sept, 1862, Slough's Brig, Dist. Alexandria. Va, Def. Washington. Jany, 1863, Tyler's Command Arty, Def. Alexandria, Va. Feby, 1863, Ty- ler's Command Artv, Def. Alexandria, 22 Corps. April, 1863. 2 Brig, DcKusty'e Div, 22 Corps. Deaipiu tion changed to 2nd Heavy Artillery Nov. 23, 1863."
cw-regiments:us-ct-inf-20,20th Connecticut Infantry,US-CT-INF-20,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"June 13, 1866","20th REGIMENT INFANTRY.— Org. at New Haven Sept 8, 1882. Oct, 1862, 2 Brig., 1 Div, 12 Corps, Poto- mac. May, 1863, I Brig, 1 Div, 12 Corps. Oct,, 1863, I Brig, 1 Div, 12 Corps, Cumb'd. April, 1864, 1 Brig., 1 Div, 20 Corps. April, 1864, 2 Brig, 3 Div, 20 Corps. May, 1864, 3 Brig, 3 Div, 20 Corps. Mustered out June 13, 1866."
cw-regiments:us-ct-inf-21,21st Connecticut Infantry,US-CT-INF-21,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"June 16, 1866","21st REGIMENT INFANTRY.— Org. at Norwich Sept 6, 1862. Sept, 1862, £ Brig, 3 Div., 9 Corps, Potomac. n6 Jany, 1863. 3 Brig.. 3 Dir., 9 Corp*. Potomac. April, 1863, 3 Brig, 2 Div., 7 Corps, Dept. Va. July, 1883, 3 Brig., Getty'* Div. V. S. Force*, Portsmouth, Va, Dept Va. ami >>. C. Oct., 1868, Heckman's Brig., Newport New*. Va, Dept. Va. and N. C. Feby., 18«4, Def. New- benui, N. C, Dept. Va. and N. C. March, 1864, Sub Dist, Pamlico, N. C, Dept. Va. and N. C. Mav, 1884, 3 Brig., I Div., 18 Corps, Army James. Dec., 1864, 3 Brig., 3 Div., 24 Corps. Mustered out June 16, 1866."
cw-regiments:us-ct-inf-22,22nd Connecticut Infantry,US-CT-INF-22,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"22nd REGIMENT INFANTRY.— Org. at Hartford Sept. 20. 1882. Oct., 1862. 2 Brig., Abcrcrombie'e Div., Def. Wuthington. Feby., 1863, 2 Brig., Abcrcromble's Div., 22 Corps. April, 1863, 1 Brig., 3 Div., 7 Corps, Dept. Va. May, 1883, 2 Brig., 2 Div., 4 Corps, Dept. Va. Mustered out .Tuly T, 1883."
cw-regiments:us-ct-inf-23,23rd Connecticut Infantry,US-CT-INF-23,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"23rd REGIMENT INFANTRY. — Org. at New Haven Nov. 14. 1862. Dec., 1882, Indpt. Command. Dept. Gulf. Jany, 1863, Def. New Orleans, Dept. Gulf. Mustered out Aug. 31, 1883."
cw-regiments:us-ct-inf-24,24th Connecticut Infantry,US-CT-INF-24,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Sept,"24th REGIMENT INFANTRY. — Org. at Middletown and mustered in Nov. 18, 1882. Dec, 1862, Graver's Div., Dept. Otilf. .fan*., 1803, 2 Brig., 4 Div., 19 Corps, Dept. Gulf. Julv, 1863, Def. New Orleans, Dept. Gulf. Mustered out Sept. 30, 1863. 2Sth REGIMENT INFANTRY. — Org. at Hartford and mustered in Nov. 11, 1862. Dee., 1882, Grower's Div., Dept. Gulf. Jsny., 1883, 3 Brig., 4 Div.. 19 Corps, Gulf. Mustered out Ang. 26, 1866."
cw-regiments:us-ct-inf-26,26th Connecticut Infantry,US-CT-INF-26,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"26th REGIMENT INFANTRY. — Org. Norwich Nov. 10, 1802. Dee., 1862, Sherman's Div., Dept. Gulf. Jany, 1863, 1 Brig., 2 Div., 10 Corps, Gulf. Mustered out Aug. 17, 1863."
cw-regiments:us-ct-inf-27,27th Connecticut Infantry,US-CT-INF-27,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"Julv 27, 1863","27th REGIMENT INFANTRY. — Org. at New Haven Oct., 1862. Oct., 1882, Def. Washington. Nov., 1862, 3 Brig., 1 Div., 2 Corps, Potomac. April, 1863, 4 Brig., 1 Div., 2 Corp«. Mustered out Julv 27, 1863."
cw-regiments:us-ct-inf-28,28th Connecticut Infantry,US-CT-INF-28,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"28th REGIMENT IN FANTRY.-^-Org. New Haven Nov. 15, 1862. Dec.. 1882, Dist. Pensaoola, Fla., Dept. Gulf. Mav, 1863, 1 Brig.. 8 Div.. 19 Corps. Gulf. July, 1863, 2 Brig., 3 Div, 19 Corps. Mustered out Aug. 28. 1863."
cw-regiments:us-ct-inf-29,29th Connecticut Infantry,US-CT-INF-29,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Oct,"29th REGIMENT INFANTRY.— (Colored.) Org. at Fair Haven and mustered in March 8. 1864. April. 1864, Di«t. Beaufort, 8. C, Dept. South. Aug., 1864, 1 Brig., 3 Div., 10 Corps, Dept. Va. and N. C., Army James. Oct., 1864. 2 Brig.. 3 Div., 10 Corps. Nov., 1884, 1 Brig., 3 Div., 10 Corps. Dec., 1864, 2 Brig., 3 Div., 25 Corps. Janv.. 1868, 2 Brig., 1 Div., 26 Corps. March, 1865, Dist. St. Mary'«, 22 Corps. June, 1885, 2 Brig., 1 Dir., 25 Corp», Dept. Terns. Mustered out Oct. 24, 1865."
cw-regiments:us-ct-inf-30,30th Connecticut Infantry,US-CT-INF-30,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"30th REGIMENT INFANTRY— (Colored.) Org. at Fair Haven. April, 1864, 2 Brig., 4 Div., 9 Corps, Poto- mac. Consolidated with 31st V. 8. C. T. Mav 18, 1864."
cw-regiments:us-de-cav-1,1st Delaware Cavalry,US-DE-CAV-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"June 30, 1865","1st REGIMENT CAVALRY. — Org. at Wilmington Jany. 20, 1863. Feby, 1863, 1st Separate Brig., 8 Corps, Mid- dle Dept. June, 1863. Cav. Res. Def. Balto, Md, 8 Corps, Middle Dept. Oct., 1863. 3d Separate Brig., 8 Corps, Middle Dept. Dec, 1863. Car. Res. Def. Baltimo., 8 Corp*. March, 1861, 3d Separate Brig., 8 Corps; May, 1864. 1 Brig., 1 Div., 6 Corps, Potomac. July. 1884, 1st Separate Brig., 9 Corps. Mustered out June 30, 1865. MILLIOAN'S INDEPENDENT COMPANY CAVALRY. — Org. nt Wilmington J«4v 15, 1864. Julv, 1864, 3d Sep- arate Brig.; 8 Corps, Middle Dept. Mustered out Aug. 15, )864. AHL'S INDEPENDENT COMPANY HEAVY ARTIL- LERY.— Org. at Fort Delaware July 27, 1863. Garrison Fort Deleware. Mustered out Julv 2S, 1865. N I ELDS INDEPENDENT BATTERY LIGHT ARTTL- LERY. — Org. at Wilmington Aug. 30, 1862. Oct., 1862, Camp Barry, Def. Wnshington, D. C. Feby., 1863, Camp Barry. Def. Washington. 22 Corp*. April, 1803. Unatt. Arty.. 7 Corps. Dept. Va. June, 1863, Artv, I Div., 7 Corp«. Dept. Va. Julv. 1863, Camp Barrv, Def. Washing- ton, 22 Corps. Aug., 1863, Drpt, East. Oct., 1803, Camp Barn-, Def. Washington. 22 Corps. Feby.. 1864. Def. New Orleans. I-n, Dept. Gulf. Julv, 1864. Artv., 1 Div., "
cw-regiments:us-de-inf-1,1st Delaware Infantry,US-DE-INF-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"July 18, 1866","1st REGIMENT INFANTRY. — (3 Years.) Org. at Wil- mington Sent. 10 to Oct. 19, 1861. Oct.. 1861, Fort Monroe, Va., Dent Va. May, 1862, 2 Brig., 1 Div., Dept. Va, July, 1862, Weber's Brig. Div. at Suffolk, Va., 7 Corps, Dept. Va. Sept., 1862, 3 Brig.. 3 Div., 2 Corps, Potomac Msy, 1863, 2 Brig., 3 Div., 2 Corps, Potomac. March, 1864, 3 Brig., 2 Div,, 2 Corps, Potomac. Mustered out July 18, 1866."
cw-regiments:us-de-inf-2,2nd Delaware Infantry,US-DE-INF-2,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Sept,"2nd REGIMENT INFANTRY.— Org. at Washington Feby. 26, 1802. March, 1862, Wadsworth'a Command, Del. Washington. Feby., 1863, Dist. Wash., 22 Corps, jany., 1S«4, 1 Brig., Tyler's Div.. 22 Corps. May, 1864, Dist. Alex., 22 Corps. June, 1864, L'natt. Uaakin's Div., 22 Corp*. Mustered out Sept. 12, 1865. WILLIAMS' COMPANY MILITIA INFANTRY. — Org. at Washington April 10, 1861. Mustered out July 10. 1861. CARRINOTON'S COMPANY MILITIA INFANTRY. — Org. at Washington April 13, 1861. Mustered out July 10. 1861. FLETCHER'S COMPANY MILITIA INFANTRY.— Org. at Washington April 24, 1861. Mustered out July 24. 1861. M*CLELLAND'B COMPANY MILITIA INFANTRY — Org. at Washington April 20, 1861. Mustered out July 20, 1861. ELDER'S COMPANY MILFTIA INFANTRY.— Org. at Washington April 20, 1861. Mustered out Julv 20, 1861. SMEAD'8 COMPANY MILITIA INFANTRY. — Org. at Washington April 15. 1861. Mustered out July 16. 1861. MTILAIREff COMPANY MILITIA INFANTRY.- Org. at Washington April 23, 1861. Mustered out July 23, 1861. RODIKR'S COMPANY MILITIA INFANTRY. — Org- »t Washington April 13. 1801. Mustered out July 13, 1861. POWELL'S COMPANY MILITIA INFANTRY. — Org. at Washington April 20, 1861. Mustered out July 17."
cw-regiments:us-de-inf-3,3rd Delaware Infantry,US-DE-INF-3,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"June 3, 1868","3rd REGIMENT INFANTRY. — Org. at Camden Dee. 30. 1861 to May 15, 1862. May, 1862. Slough's Brig., Def. Washington, D. C. Mav, 1862, Slough's 2 Brig., Slgel's Div., Dept. Shenandoah. June, 1862, 2 Brig, 2 Div., 2 Corps, Army Va. Aug., 1862, 3 Brig, 2 Div, 2 Corps, Armv Va. Sept, 1862, 3 Brig, 2 Div, 12 Corps, Potomac. Oct, 1862, Def. Balto, Md, 8 Corps, Middle Dept. Jany, 1863, 3d Separate Brig, 8 Corps, Middle Dept. Oct, 1863, 1st Separate Brig, 8 Corps, Midi] le Dept. May, 1864, 2 Brig, 4 Div, S Corps, Potomac. Aug, 1864, 3 Brig, 2 Div, 6 Corps, Potomac. Mustered out June 3, 1868. 4tb REGIMENT INFANTRY.— Org. at Wilmington June to Nor, 1862. Sept, 1862, Def. Balto, Md, 8 Corps, Middle Dept. Dee, 1862, Buateed's Indpt. Brig, 4 Corps, Dept. Va. Mav, 1863, King's Indpt Brig, 4 Corps, Dept. Va. June, 1863, Unatt. 4 Corps, Dept. Va. July. ls""a. Unass'd King's Div, 22 Corp*. Jany, 1864, 1 Brig, Ty- ler's Div, 22 Corps. June, 1864, 2 Brig, 4 Div, S Corps, Potomac Aug., 1864, 3 Brig, 2 Div, 6 Corps, Potomac. Mustered out June 3, 1866."
cw-regiments:us-de-inf-6,6th Delaware Infantry,US-DE-INF-6,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"6th REGIMENT INFANTRY. — Org. at large Oet. 25 to Nov. 23, 1862. Dec, 1862, Unatt Delaware, 8 Corps, Middle Dept. June, 1863, 2d Separate Brig, 8 Corps, Middle Dept. June, 1863. Fort Delaware, 8 Corps, Middle Dept Mustered out Aug. 12, 1863. nth REGIMENT INFANTRY. — Org. at Urge Oct 25 to Dec. 18, 1862. Middle Dept, 8 Corps. Mustered out Sept. 5, 1863."
cw-regiments:us-de-inf-7,7th Delaware Infantry,US-DE-INF-7,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"7th REGIMENT IN FANTRY.— Org. at Wilmington July 12, 1864. Dist. Delaware, 8 Corps, Middle Dept tered out Aug. 12, 1864."
cw-regiments:us-de-inf-8,8th Delaware Infantry,US-DE-INF-8,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"June 6, 1865","8th REGIMENT INFANTRY. — Org. at Oet, 1864. Oct, 1864. Dist. Del, 8 Corps, "" Oet, 1864, Engineer Brig, Potomac. Dec, 1864, Guard, Army Potomac. March, 1865, 3 Brig, 2 Div, 5 Corps, Potomac. Mustered out June 6, 1865."
cw-regiments:us-de-inf-9,9th Delaware Infantry,US-DE-INF-9,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Janv,"9th REGIMENT INFANTRY.— Org. at Wilmington Sept, 1864. Sept, 1864. Dist Del, 8 Corps, Middle Dept. Mustered out Janv. 23, 1865 STERLING'S INDEPENDENT COMPANY INFAN- Aug. 90. 1864. TRY. — Org. at Dist. Del, 8 Corps, 1865. DAKOTA TERRITORY 1st CAVALRY BATTALION. — Org. Co. A at Yankton. D. T, April 1862; Co. B at Sioux City, Iowa, March 31, 1863. Attached to Dept. of the Northwest. Mustered out. Co. A, May 9. 1865: Co. B, Nov. 16. 1865. DISTRICT OF COLUMBIA"
cw-regiments:us-fl-cav-1,1st Florida Cavalry,US-FL-CAV-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"1st REGIMENT CAVALRY. — Org. at Barrancas, Ft a,, Dee., 18H2, to Aug., 1804. .Tanv., 1863, Pcnsaeola, Fla., Dist. West Fla.. Dept. Gulf. Oct., 1864 , 2 Brig., "" West Fl*., Dept. Golf. Jany.. 1805, 3 Brig., Dist. Fla., Dept. Gulf. March, 1665, 3 Brig.. Lucas' Cav. Div., Steele's Command, Mil. Div., West Miss. April, 1865, Dist. West Fla. Mastered out Nov. 17, 1865."
cw-regiments:us-fl-cav-2,2nd Florida Cavalry,US-FL-CAV-2,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"2nd REGIMENT CAVALRY. — Org. at Cedar Krvs and Key West, Fla.. Dec., 186.1, to June, 1864. Jany., 1864, Dist. Kev West and Tortugos, Fla., Dept. Gulf. Mus- tered out Nov. 29, 1866."
cw-regiments:us-ga-inf-1,1st Georgia Infantry,US-GA-INF-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"July 19, 1865","1st BATTALION INFANTRY.— Org. at Marietta, Ga., Oct. 31, 1864. Nov., 1864, Cnatt., Dept. Cumb'd. March, 1865, 1 Brig., 2nd Separate Div., Dist. Etowah, Dept. Cumb'd. Mustered out July 19, 1865."
cw-regiments:us-il-cav-1,1st Illinois Cavalry,US-IL-CAV-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"Julv 14,"" 1862","1st REGIMENT CAVALRY.— Co.'s A to G Org. at Alton, III.. July 3, 1801. Co. H June 12, 1801. Co. I, July 9, 1801. Co. K., Dec. 9, 1861. July, 1801, Dept. Mo. (Co.'s A to Gl mustered out Julv 14,"" 1862. Co.'s H and I, Julv, 1861, Mil. Dist., Cairo. Feby., 1802, 4 Brig., 1 Div.. Mil. Dist., Cairo. March. 1802. Unatt., Army Miss. April. 1862. Cav. Div.. Army Miss. June. 1882, Dist. Memphis. Mustered out July 15, 1862. Co. K, Jany., 1802, Army S. W. Mo. July, 1802, Dist. Ark., Dept. Mo. Oct.. 1802. Army S. E. Mo. Mustered out Dec. 27, 1802. 2ml REGIMENT CAVALRY.— Org. Camp Butler, III., Aug. 12. 1801. Oct., 1861, Mil. Dist. Cairo. Feby., 1862, l'natt. Array Miss. (Co.'s G, H, I, & K.) April, 1862, to Nov., 1862, Dist. Columbii*, Ky. (Co.'s A, F, G, H. I, K, M.) (Co.'s A and B, 1 Brig., .1 Div., Army Tonn. Feby. to March, 1862, 2 Div., Army Tenn., to July, 1862.) Cav. Dint., Jackson. Tenn. (Co.'s"" A, B, C, Dl.July to Nov., 1802. Nor. 1802, Cav., 4 Div., Right Wing"" 13 Corps, Tenn. Dec., 1862, 2 Brig., Cav. Dir., 16 Corps, Tenn. March, 1863. Unatt.. 13 Corp», Tenn. (detachment), Dist. Columbus. Ky., 6 l>iv„ 10 Corp% Tenn.. to May, 1863 I detachment ), 4 Brig. Di»t. Memphis, Tenn., 5 Div.,"
cw-regiments:us-il-cav-3,3rd Illinois Cavalry,US-IL-CAV-3,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Oct,"3rd REGIMENT CAVALRY. — Org. at Camp Butler. HI.. Sept. 21, 1861. Oct., 1861, Dept. Ho. Jan., 1882, 3 Brig., Armv S. W. Mo., Dept. Mo. Feby, 1882, 2 Brig., 4 Dir., Army 8. W. Mo. May, 1862, 2 Dir., Army S. W. Mo. July, 1862, Diat. Eastern Ark., Dept. Mo. Dec, 1882, 3 Brig., Cav. Div, Diat. Eastern Ark. Dec., 1862, Cnatt, Rhcrraan'a Yazoo Exp. Jany., 1863, Lnatt, 13 Corps, Army Tenn. tC©.'» A, K, G, K, L and M), at Headqrs, Gen. McClcrnand and Osterhaua, to August, 1863 (Co.'s B, C, P, H and I), 2 Brig., 1 Cav. Div, 16 Corps, Tenn. March to June. 18A3. I Brig., 1 Cav. Div., 16 Corps, to Aug., 1863, 1 Brig., 1 Dir., 18 Corps, to Dec., 1863. (Co. D at headqurs, 16 Corps, to July, 1863, then with At- kaniiaa Exp. to Dec., 1863K (Co.'s A, E, O, K, L and M). Car. Brig., 13 Corps. Gulf, Aug.Sept., 1863, 2 • Brig., Cav. Div., Outl, to Dec, 1883, then rejoined Kegt. in Tenn. Dec. 1863, 1 Brig., 1 Cav. Div., 16 Corp*, Tenn. April, 1884, 3 Brig., 1 Cav. Dlv., 16 Corps. June, 1864, 1 Brig.. Cav. Dir., Dist. West. Tenn. July, 1864, 1 Brig., 1 Cav. Div., Dist. West Tenn. Nov., 1864. 1 Brig., 5 Dir., Cav. Corps, Mil. Div. Miss. May, 1863, Dept. Northwest. Mustered out Oct. 10, 1865."
cw-regiments:us-il-cav-4,4th Illinois Cavalry,US-IL-CAV-4,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"4th REGIMENT CAVALRY.— Org. at Ottawa, III., Sept. 26, 1881. Oct., 1861, IXst. Cairo. (Co. A detached as es- cort lo Gen. V. 8. Grant Nov.. 1881, to Aug., 1863.) Fcbv.. 1882, 2 Brig., 1 Dlv., Dist. Cairo and West Tenn. March, 1882, 2 Div.. Army Tenn. (Co.'s E, F, G, H), 4 Div., Army Tenn. (Co.'s I, K, L, M), 1 Div., Army Tenn. (Co.'s A, B, C, D). April, 1862, 6 Div., Army Tenn. (Co.'s E, F, G, H, I, K, L, M.) Jnly, 1862, 1 Div., Dist. Jackion, Tenn. (Co.'s A, B, C, D), 6 Div., Diat. Memphis, Tenn. (E, K, 0, II, I, K. L. M.) Nov., 1882, Lee's 2 Urig., Cav. Div., 13 Corps, Tenn. Dec, 1862, Lee's Cav. Brig.. 16 Corp*, Tenn. March, 1863, 2 Brig., 1 Cav. Div., 18 Corps. May, 1883, 1 Brig., 1 Cav. Div., 16 Corp*. Aug., 1863. Winslow's Cav. Brig., IS Corps, and 17 Corps and Dist. of Vicksburg, Misa. Jany., 1864, Post Natchez, Miss., Dist. Vicksburg, Misa. Dec, 1884, 3 Brig., Cav. Div., Dist. West Tenn. June, 1805, 1 Brig., Cav. Div.. West Tenn. Consolidated with 12th Illinois June 14, 1865."
cw-regiments:us-il-cav-6,6th Illinois Cavalry,US-IL-CAV-6,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Nov,"6th REGIMENT CAVALRY. — Org. at Camp Butler, TIL, Nov., 1861, to Janv., 1862. Nov., 1861, Dist. Cairo. Feby., 1862, Dist. Columbus, Ky. (7 Co.'s), and Dist. Memphis, Tenn. (6 Co.'s) from July, 1862. Nov., 1862, Dist. Memphis, Tenn., 13 Corps, Tenn. Dec, 1862, Grier- son's 1 Brig., Cav. Dlv., 13 Corp*, Tenn. Jany., 1863, 1 Brig., Cav. T)iv, 16 Corps. Tenn. March, 1863, 1 Brig.. 1 Cav. Div., 16 Corps. May, 1863, Cav. Brig., 19 Corps, Golf. June. 1863, 4 Brig., 1 Cav. Div., 16 Corps (detach- ment). Aug., 1863, 3 Brig., 1 Cav. Div., 16 Corps. Dec, 1803, 2 Brig., I Cav. Div., 16 Corps. April. 1864. 3 Brig., 1 Cav. Div., 16 Corps. July, 1884, 2 Brig., 1 Cav. Div., Diat. West Tenn. Nov., 1864, 2 Brig., 6 Div., Cav. Corps, Mil. Div. Misa. July, 1865, Dist. Alabama. Mustered out Nov. 5, 1805."
cw-regiments:us-il-cav-7,7th Illinois Cavalry,US-IL-CAV-7,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"July 17, 1865","7th REGIMENT CAVALRY. — Org. at Camp Butler, Til., Oct. 13, 1861. Oct.. 1861, Dist. Cairo. Feby., 1862, 4 Brig., 1 Div., Dist. Cairo. March, 1862, Cav. Div., Army Miss. April. 1H02. 1 Brig., Cav. Div., Army Miss. Nov., 1862. Cav. Right Wing, 13 Corps, Dept. Tenn. Dec, 1862, Griersens I Cav. Brig., Cav. Div., 13 Corps, Tenn. Jany., 1863. 1 Brig.. Cav. Div., 16 Corps. Tenn. March. 1863. 1 Brig., 1 Cav, Div., 16 Corps. Mav, 1863, Cav. Brig.. IB Corps, Gulf. June, 1863, 4 Brig., 1 Cav. Div., 16 Corps (detachment). Aug., 1863, 3 Brig.. 1 Cav. Div., 16 Corps. Dec, IR83. 2 Brig., 1 Cav. Div., 16 Corps. April, 1884, 3 Brig., 1 Cav. Dlv., 16 Corps. Jnly, 1884, I Brig., 1 Cav. Div., Dist. West. Pcnn. Nov., 1864, 1 Brig., 5 Div., Cav. Corp*, Mi). Div., Miss. Nov., 1864, 2 Brig., 5 Div. Cav. Corps, M. D. M. July, 1865, Dist. Alabama. Mus- tered out Nov. 4, 1865. 8<h REGIMENT CAVALRY.— Org. at St. Charles, 111, Sept. 18, 1801. Dec, 1861, Sumner's Div., Army Potomac. .March, 1862, Cav. 2 Corps Array Potomac. May, 1882, Stoneman'a Light Brigade, Army Potomac. June, 1SC2. AveriU's Cav. Brig., 5 Corps Army Potomac. July, 1862, 2 lirig., Stoneman'a Cav. Div., Potomac. Sept., 1862, 1 llrig., Pteaaant"
cw-regiments:us-il-cav-9,9th Illinois Cavalry,US-IL-CAV-9,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Oct,"9th REGIMENT CAVALRY. — Org. at Camp Douglas, Chicago, III., Nov. 30, 1861. Feby., 1862, Steele's Div., Dist. S. E. Mo., Dept. Mo. May, 1862, L'natL Cav., Army S. W. Mo.. Dept. Mo. July, 1862. Diat. Eastern Ark., Dept. Mo. Dec, 1862, 2 Brig., 3 (Cav.) Div., Dist. East- ern Ark., Dept. Tenn. Janv., 186:1, 2 Brig.. 2 Cav. Div., 13 Corn* Tenn. April, 1863, 2 Brig., 1 Cav. Div., 16 Corps, Tenn. June, 1863, 1 Brig., 1 Cav. Div., 16 Corps. Aug., 1663, 2 Brig., 1 Cav. Div., 16 Corps. April, 1864, 3 Brig., 1 Cav. Div., 10 Corps. June, 1864, 1 Brig., Cav. Div., Dist. West Tenn. July, 1864, 2 Brig., 1 Cav. Div, Dist. Wcat Tenn. Nov, 1864, 2 Brig, 5 Div, Cav. Corps, Mil. Div. Miss. July, 1863, Dist. Alabama. Mustered out Oct. 31. 1865."
