id,name,given,surname,birth_year,event_year,notes,source,finding_aid_url
acadian-deportation:laroque-615,Alexis le Jeune,Alexis le,Jeune,c. 1725,1752,head — ploughman in the 1752 census; at Port Dauphin; native of la Cadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-616,Madeleine le Jeune,Madeleine le,Jeune,c. 1729,1752,wife in the 1752 census; at Port Dauphin; native of the same place,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-617,Joseph,Joseph,Jeune,c. 1749,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-618,Baptiste La Guerre,Baptiste La,Guerre,c. 1702,1752,head — ploughman in the 1752 census; at Port Dauphin; native of Bilbau in Spain,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-619,Antoine,Antoine,Guerre,c. 1746,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-620,Charles,Charles,Guerre,c. 1749,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-621,Madeleine,Madeleine,Guerre,c. 1738,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-622,Marie Roze,Marie,Roze,c. 1740,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-623,Marie,Marie,Guerre,c. 1746,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-624,Isabel le,Isabel,le,c. 1748,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-625,Pierre Le Gros,Pierre Le,Gros,c. 1718,1752,head — carpenter in the 1752 census; at Port Dauphin; native of Paris,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-626,Servane Laman,Servane,Laman,c. 1730,1752,wife in the 1752 census; at Port Dauphin; native of Little Bras d'Or,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-627,Francois,Francois,Gros,c. 1740,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-628,Charles,Charles,Gros,c. 1745,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-629,Isabelle,Isabelle,Gros,c. 1750,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-630,Leger,Leger,Gros,c. 1728,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-631,Malo,Malo,Gros,c. 1711,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-632,Maio,Maio,Gros,c. 1730,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-633,Coutances,Coutances,Gros,c. 1716,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-634,Jean Borny,Jean,Borny,c. 1732,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-635,Gabriel,Gabriel,Gros,c. 1737,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-636,Jacques,Jacques,Gros,c. 1740,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-637,Andre,Andre,Gros,c. 1749,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-638,Jem Maslarex,Jem,Maslarex,c. 1716,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-639,Bertrand Anglade,Bertrand,Anglade,c. 1725,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-640,Mathieu Mourgue,Mathieu,Mourgue,c. 1722,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-641,Namely Claude Teriau,Namely Claude,Teriau,c. 1696,1752,head — ploughman in the 1752 census; at Port Dauphin; native of la Cadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-642,Mathieu,Mathieu,Teriau,c. 1730,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-643,Remain,Remain,Teriau,c. 1740,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-644,Ignace,Ignace,Teriau,c. 1746,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-645,Madeleine,Madeleine,Teriau,c. 1727,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-646,Teotite,Teotite,Teriau,c. 1729,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-647,Margueritte,Margueritte,Teriau,c. 1732,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-648,Francoise,Francoise,Teriau,c. 1734,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-649,Anne,Anne,Teriau,c. 1738,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-650,Fleine,Fleine,Teriau,,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-651,Pierre Teriau,Pierre,Teriau,c. 1694,1752,head — ploughman in the 1752 census; at Port Dauphin; native of la Cadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
